,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,title,MFCCs,views,rating
1064,1064.0,1064.0,,One Fine Day,"[[-637.9250344 -637.9250344 -637.9250344 ... -637.9250344 -637.9250344
  -637.9250344]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",4933099,4.9024625
1065,1065.0,1065.0,,He's So Fine,"[[-608.02230238 -608.02230238 -608.02230238 ... -608.02230238
  -608.02230238 -608.02230238]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3628973,4.8628764
1066,1066.0,1066.0,,Sweet Talkin' Guy,"[[-528.07196821 -528.07196821 -528.07196821 ... -528.07196821
  -528.07196821 -528.07196821]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1268726,4.9169655
1067,1067.0,1067.0,,Thumbs Down,"[[-571.36644587 -571.36644587 -571.36644587 ... -571.36644587
  -571.36644587 -571.36644587]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1554,4.878788
1068,1068.0,1068.0,,A Love So Fine,"[[-537.17720847 -537.17720847 -537.17720847 ... -537.17720847
  -537.17720847 -537.17720847]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",24652,4.9053254
1069,1069.0,1069.0,,March,"[[-517.26567157 -517.26567157 -517.26567157 ... -492.87386474
  -494.92049341 -504.62384997]
 [   0.            0.            0.         ...   32.00636672
    29.84535936   17.62274818]
 [   0.            0.            0.         ...   26.38026221
    25.63359822   16.93700419]
 ...
 [   0.            0.            0.         ...    9.92094665
     8.03876038    9.27897361]
 [   0.            0.            0.         ...    9.46506366
     7.39497112    8.47570909]
 [   0.            0.            0.         ...    9.88341336
     7.66985937    7.65967736]]",613,5.0
1070,1070.0,1070.0,,Did You Ever Go Steady,"[[-531.16063392 -531.16063392 -531.16063392 ... -531.16063392
  -531.16063392 -531.16063392]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2137,4.7777777000000015
1071,1071.0,1071.0,,Open Your Eyes (I Will Be There),"[[-589.4904746 -589.4904746 -589.4904746 ... -589.4904746 -589.4904746
  -589.4904746]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",84,3.2222223
1072,1072.0,1072.0,,Keep The Boy Happy,"[[-527.29965789 -527.29965789 -527.29965789 ... -517.53874626
  -519.00229607 -523.01313823]
 [   0.            0.            0.         ...   13.73705282
    11.68377141    6.04732417]
 [   0.            0.            0.         ...   13.53769162
    11.53342976    6.00337052]
 ...
 [   0.            0.            0.         ...    8.25197022
     7.49499382    4.7672866 ]
 [   0.            0.            0.         ...    7.34645843
     6.78980558    4.53611352]
 [   0.            0.            0.         ...    6.44386272
     6.08135179    4.29697148]]",12778,5.0
1073,1073.0,1073.0,,Tonight I'm Gonna Dream,"[[-581.86664086 -581.86664086 -581.86664086 ... -581.86664086
  -581.86664086 -581.86664086]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2678,5.0
1074,1074.0,1074.0,,When Summer's Through,"[[-541.44216759 -541.44216759 -541.44216759 ... -541.44216759
  -541.44216759 -541.44216759]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",7931,4.7419353
1075,1075.0,1075.0,,Just For Tonight,"[[-569.28772554 -569.28772554 -569.28772554 ... -569.28772554
  -569.28772554 -569.28772554]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",33875,4.7941175000000005
1076,1076.0,1076.0,,Just A Boy,"[[-568.00198896 -568.00198896 -568.00198896 ... -397.33683658
  -391.57198154 -417.90966172]
 [   0.            0.            0.         ...   45.74011302
    54.0690669    59.56688914]
 [   0.            0.            0.         ...   15.38438515
    16.0936058    18.01627963]
 ...
 [   0.            0.            0.         ...    7.13443809
     5.35908302    5.14584461]
 [   0.            0.            0.         ...   15.67111895
    15.85909398   10.66472727]
 [   0.            0.            0.         ...   12.74399646
    11.72959588    5.87124936]]",1734,5.0
1077,1077.0,1077.0,,Out Of This World,"[[-534.78056372 -534.78056372 -534.78056372 ... -518.04554929
  -531.73900137 -534.78056372]
 [   0.            0.            0.         ...   22.78746576
     4.2939914     0.        ]
 [   0.            0.            0.         ...   20.51405546
     4.27176119    0.        ]
 ...
 [   0.            0.            0.         ...   10.21640433
     3.60019624    0.        ]
 [   0.            0.            0.         ...   10.92017668
     3.46321623    0.        ]
 [   0.            0.            0.         ...   10.65659249
     3.31710758    0.        ]]",4321,4.6799998
1078,1078.0,1078.0,,Sailor Boy,"[[-492.98262342 -492.98262342 -492.98262342 ... -492.98262342
  -492.98262342 -492.98262342]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3588,4.0129871
1079,1079.0,1079.0,,Up On The Bridge,"[[-554.09734952 -554.09734952 -554.09734952 ... -554.09734952
  -554.09734952 -554.09734952]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",4522,4.8297873
1080,1080.0,1080.0,,My Boyfriend's Back,"[[-520.68732136 -520.68732136 -520.68732136 ... -520.68732136
  -520.68732136 -520.68732136]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",95104,4.8598385
1081,1081.0,1081.0,,Will You Still Love Me Tomorrow,"[[-497.19885777 -497.19885777 -497.19885777 ... -497.19885777
  -497.19885777 -497.19885777]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",27526,4.9375
1082,1082.0,1082.0,,Figurine,"[[-526.55298457 -526.55298457 -526.55298457 ... -526.55298457
  -526.55298457 -526.55298457]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",317,4.5999999
1083,1083.0,1083.0,,Lullaby,"[[-5.42112804e+02 -5.41760307e+02 -5.39870572e+02 ... -5.42112804e+02
  -5.42112804e+02 -5.42112804e+02]
 [ 0.00000000e+00  4.92860755e-01  2.97559330e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  4.76446001e-01  2.48574192e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  2.55358642e-01 -1.21715271e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  2.57692007e-01 -1.09016529e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  2.70900876e-01 -6.67573733e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",247,4.5
1084,1084.0,1084.0,,Serious Drugs,"[[-559.14607367 -559.14607367 -559.14607367 ... -556.56536986
  -557.73880897 -559.14607367]
 [   0.            0.            0.         ...    3.57967787
     1.98836297    0.        ]
 [   0.            0.            0.         ...    3.39475843
     1.98294034    0.        ]
 ...
 [   0.            0.            0.         ...    2.96865482
     1.81481713    0.        ]
 [   0.            0.            0.         ...    2.81930619
     1.77941148    0.        ]
 [   0.            0.            0.         ...    2.60091444
     1.74118685    0.        ]]",8479,5.0
1085,1085.0,1085.0,,Cope,"[[-583.55785059 -583.55785059 -583.55785059 ... -583.55785059
  -583.55785059 -583.55785059]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",456,5.0
1086,1086.0,1086.0,,Ride On Baby Ride On,"[[-559.91109837 -559.91109837 -559.91109837 ... -558.58151544
  -557.88744884 -556.66783254]
 [   0.            0.            0.         ...    1.88017263
     2.86098766    4.58038139]
 [   0.            0.            0.         ...    1.87974789
     2.85833503    4.56157617]
 ...
 [   0.            0.            0.         ...    1.86617337
     2.77517085    4.00657141]
 [   0.            0.            0.         ...    1.86320831
     2.7574144     3.89650888]
 [   0.            0.            0.         ...    1.85996265
     2.7381421     3.78029754]]",383,3.6666667
1087,1087.0,1087.0,,Where I Find My Heaven,"[[-524.89345813 -524.89345813 -524.89345813 ... -524.89345813
  -524.89345813 -524.89345813]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",600822,4.9244518
1088,1088.0,1088.0,,Easy Reader,"[[-547.98238781 -547.51190353 -545.87470897 ... -547.98238781
  -547.98238781 -547.98238781]
 [   0.            0.66524944    2.8621313  ...    0.
     0.            0.        ]
 [   0.            0.66490211    2.55575417 ...    0.
     0.            0.        ]
 ...
 [   0.            0.65387155    1.77268253 ...    0.
     0.            0.        ]
 [   0.            0.65148022    1.8752612  ...    0.
     0.            0.        ]
 [   0.            0.64886998    1.94291703 ...    0.
     0.            0.        ]]",1 view,0.0
1089,1089.0,1089.0,,Lemon Peeler,"[[-548.63616703 -548.63616703 -548.63616703 ... -548.63616703
  -548.63616703 -548.63616703]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1287,5.0
1090,1090.0,1090.0,,Mrs. Washington,"[[-723.43528892 -723.43528892 -624.3768646  ... -723.43528892
  -723.43528892 -723.43528892]
 [   0.            0.           62.41753004 ...    0.
     0.            0.        ]
 [   0.            0.           64.49369186 ...    0.
     0.            0.        ]
 ...
 [   0.            0.           -4.79514314 ...    0.
     0.            0.        ]
 [   0.            0.           -7.56389711 ...    0.
     0.            0.        ]
 [   0.            0.           -3.46720205 ...    0.
     0.            0.        ]]",9319,4.813953400000001
1091,1091.0,1091.0,,Pin Cushion,"[[-576.16435012 -553.55503264 -534.28198123 ... -576.16435012
  -576.16435012 -576.16435012]
 [   0.           11.82467491   19.46510648 ...    0.
     0.            0.        ]
 [   0.           -9.24453459  -16.04653851 ...    0.
     0.            0.        ]
 ...
 [   0.            2.48644524    6.54253269 ...    0.
     0.            0.        ]
 [   0.           10.94357395   14.72534317 ...    0.
     0.            0.        ]
 [   0.            4.44478128    4.04103213 ...    0.
     0.            0.        ]]",230,4.1111112
1092,1092.0,1092.0,,Gun,"[[-5.47068008e+02 -5.47068008e+02 -5.46848763e+02 ... -5.09182723e+02
  -5.10999861e+02 -5.15253186e+02]
 [ 0.00000000e+00  0.00000000e+00  3.09848999e-01 ...  1.34337019e+01
   1.59062848e+01  1.73565336e+01]
 [ 0.00000000e+00  0.00000000e+00  3.09218981e-01 ... -2.16520838e+01
  -1.77354517e+01 -1.33437455e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  2.89282908e-01 ...  8.42497723e+00
   7.36122678e+00  4.01515930e+00]
 [ 0.00000000e+00  0.00000000e+00  2.84979614e-01 ...  1.50263412e+01
   1.45358532e+01  1.35310605e+01]
 [ 0.00000000e+00  0.00000000e+00  2.80290107e-01 ... -6.96390536e-01
   1.29245161e+00  6.01864126e+00]]",272,3.6666667
1093,1093.0,1093.0,,Flippin' Out,"[[-566.2028635 -566.2028635 -566.2028635 ... -566.2028635 -566.2028635
  -566.2028635]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",324,5.0
1094,1094.0,1094.0,,Surrender To The Rhythm,"[[-550.21058093 -550.21058093 -550.21058093 ... -550.21058093
  -550.21058093 -550.21058093]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",171262,4.8873239
1095,1095.0,1095.0,,Ju Ju Man,"[[-591.12110081 -591.12110081 -591.12110081 ... -591.12110081
  -591.12110081 -591.12110081]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",4149,4.9000001
1096,1096.0,1096.0,,Ever Since You're Gone,"[[-494.13151737 -494.13151737 -494.13151737 ... -494.13151737
  -494.13151737 -494.13151737]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",10498,4.8730159
1097,1097.0,1097.0,,Down In The Dive,"[[-578.66843347 -578.66843347 -578.66843347 ... -578.66843347
  -578.66843347 -578.66843347]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",739,4.0
1098,1098.0,1098.0,,Don't Lose Your Grip On Love,"[[-576.45723388 -576.45723388 -576.45723388 ... -576.45723388
  -576.45723388 -576.45723388]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2963,4.3650794
1099,1099.0,1099.0,,Country Girl,"[[-516.31228929 -516.31228929 -516.31228929 ... -516.31228929
  -516.31228929 -516.31228929]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",47380,4.9322032999999985
1100,1100.0,1100.0,,Nervous On The Road (But Can't Stay At Home),"[[-527.2134519 -527.2134519 -527.2134519 ... -527.2134519 -527.2134519
  -527.2134519]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",11538,4.8241758
1101,1101.0,1101.0,,Nightingale,"[[-572.84690476 -572.84690476 -572.84690476 ... -572.84690476
  -572.84690476 -572.84690476]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",12959,4.703703900000002
1102,1102.0,1102.0,,Happy Doing What We're Doing,"[[-600.13864858 -600.13864858 -600.13864858 ... -600.13864858
  -600.13864858 -600.13864858]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1969,4.7419353
1103,1103.0,1103.0,,Trying To Live My Life Without You,"[[-479.06746106 -479.06746106 -479.06746106 ... -479.06746106
  -479.06746106 -479.06746106]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6985,5.0
1104,1104.0,1104.0,,The Last Time I Was Fooled,"[[-555.79853253 -555.79853253 -555.79853253 ... -555.79853253
  -555.79853253 -555.79853253]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2218,3.967742
1105,1105.0,1105.0,,The Ugly Things,"[[-519.28420306 -519.28420306 -519.28420306 ... -519.28420306
  -519.28420306 -519.28420306]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",9315,4.9466667
1106,1106.0,1106.0,,Give It Away,"[[-544.45496992 -544.45496992 -544.45496992 ... -544.45496992
  -544.45496992 -544.45496992]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",24858,4.952569
1107,1107.0,1107.0,,We Are Neighbors,"[[-569.54756924 -569.54756924 -569.54756924 ... -569.54756924
  -569.54756924 -569.54756924]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",50498,4.8392434
1108,1108.0,1108.0,,A Letter To Myself,"[[-579.69772993 -579.69772993 -579.69772993 ... -579.69772993
  -579.69772993 -579.69772993]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2730090,4.7731724
1109,1109.0,1109.0,,Homely Girl,"[[-542.73864015 -542.73864015 -542.73864015 ... -542.73864015
  -542.73864015 -542.73864015]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",400653,4.8571429
1110,1110.0,1110.0,,Have You Seen Her?,"[[-566.83580723 -566.83580723 -566.83580723 ... -507.81032128
  -537.92432112 -566.83580723]
 [   0.            0.            0.         ...   72.14259916
    38.56897716    0.        ]
 [   0.            0.            0.         ...   50.8589831
    32.76549718    0.        ]
 ...
 [   0.            0.            0.         ...   -2.03476286
    -2.00314287    0.        ]
 [   0.            0.            0.         ...   -7.07306861
    -3.51749226    0.        ]
 [   0.            0.            0.         ...   -9.74600262
    -4.01802384    0.        ]]",77144639,4.8385710999999985
1111,1111.0,1111.0,,Stoned Out Of My Mind,"[[-551.5821503 -551.5821503 -551.5821503 ... -551.5821503 -551.5821503
  -551.5821503]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",657491,4.8281012
1112,1112.0,1112.0,,A Letter to Myself,"[[-579.69772993 -579.69772993 -579.69772993 ... -579.69772993
  -579.69772993 -579.69772993]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2730090,4.7731724
1113,1113.0,1113.0,,Toby,"[[-569.78490277 -569.78490277 -569.78490277 ... -569.78490277
  -569.78490277 -569.78490277]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1215305,4.811088099999999
1114,1114.0,1114.0,,Oh Girl,"[[-561.74891845 -561.74891845 -561.74891845 ... -561.74891845
  -561.74891845 -561.74891845]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3975404,4.9012446
1115,1115.0,1115.0,,(For God's Sake) Give More Power To The People,"[[-556.11332829 -556.11332829 -556.11332829 ... -556.11332829
  -556.11332829 -556.11332829]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",230215,4.9228253
1116,1116.0,1116.0,,Homely Girl,"[[-542.73864015 -542.73864015 -542.73864015 ... -542.73864015
  -542.73864015 -542.73864015]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",400653,4.8571429
1117,1117.0,1117.0,,Stoned Out Of My Mind,"[[-551.5821503 -551.5821503 -551.5821503 ... -551.5821503 -551.5821503
  -551.5821503]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",657491,4.8281012
1118,1118.0,1118.0,,Toby,"[[-569.78490277 -569.78490277 -569.78490277 ... -569.78490277
  -569.78490277 -569.78490277]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1215305,4.811088099999999
1119,1119.0,1119.0,,Lonely Man,"[[-577.99147426 -577.99147426 -577.99147426 ... -577.99147426
  -577.99147426 -577.99147426]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1744120,4.7787437000000015
1120,1120.0,1120.0,,Oh Girl,"[[-561.74891845 -561.74891845 -561.74891845 ... -561.74891845
  -561.74891845 -561.74891845]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3975404,4.9012446
1121,1121.0,1121.0,,I Found Sunshine,"[[-559.67560572 -559.67560572 -559.67560572 ... -559.67560572
  -559.67560572 -559.67560572]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",17577,4.8756475
