,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,title,MFCCs,views,rating
682,682.0,682.0,,,Soak The Sin (Explicit),"[[-547.5174474 -547.5174474 -547.5174474 ... -547.5174474 -547.5174474
  -547.5174474]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",344833,4.8326693
683,683.0,683.0,,,Sleepyhouse,"[[-588.04591311 -588.04591311 -588.04591311 ... -588.04591311
  -588.04591311 -588.04591311]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",317735,4.9262557000000005
684,684.0,684.0,,,Drive,"[[-561.31068973 -561.31068973 -561.31068973 ... -558.03139316
  -559.81698062 -559.78997122]
 [   0.            0.            0.         ...    4.46970818
     2.11210196    2.14986577]
 [   0.            0.            0.         ...    4.01263605
     2.1111371     2.14760259]
 ...
 [   0.            0.            0.         ...    3.54655987
     2.08047364    2.07653184]
 [   0.            0.            0.         ...    3.81132533
     2.07382056    2.06132996]
 [   0.            0.            0.         ...    3.836966
     2.06655617    2.04482021]]",401382,4.8779221
685,685.0,685.0,,,Paper Scratcher,"[[-5.53989419e+02 -5.53989419e+02 -5.53989419e+02 ... -5.51129080e+02
  -5.51838315e+02 -5.53667940e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.00773219e+00
   3.01259413e+00  4.49742137e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.89634026e+00
   2.92465233e+00  4.35155107e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.22631412e-01
   5.78147518e-01  4.80265891e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.11237461e-01
   1.74986871e-01 -1.79132048e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.77311247e-02
  -2.26069479e-01 -8.32479458e-02]]",163489,4.8800602
686,686.0,686.0,,,Change,"[[-517.61643643 -517.61643643 -325.30945021 ... -513.48206105
  -515.87244993 -517.61643643]
 [   0.            0.           81.28251078 ...    5.81322789
     2.45643867    0.        ]
 [   0.            0.           -1.46151399 ...    5.71274881
     2.42673871    0.        ]
 ...
 [   0.            0.           -7.32578205 ...    2.87493534
     1.54684978    0.        ]
 [   0.            0.            7.58421679 ...    2.34476754
     1.37186219    0.        ]
 [   0.            0.            3.63896601 ...    1.79824148
     1.18706636    0.        ]]",7431480,4.807601
687,687.0,687.0,,,Deserted,"[[-551.38671034 -551.38671034 -551.38671034 ... -551.38671034
  -551.38671034 -551.38671034]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",178236,4.8967743
688,688.0,688.0,,,No Rain,"[[-546.57763308 -546.57763308 -544.95957222 ... -527.88736703
  -537.66920972 -546.57763308]
 [   0.            0.            2.28137692 ...   21.92628191
    10.50212859    0.        ]
 [   0.            0.            2.26072599 ...   10.90961935
     5.41916773    0.        ]
 ...
 [   0.            0.            1.65259905 ...   -5.1032551
    -3.04590669    0.        ]
 [   0.            0.            1.53257159 ...   -9.53826905
    -5.12898484    0.        ]
 [   0.            0.            1.4061771  ...   -9.97170062
    -5.26247711    0.        ]]",47904739,4.8106332
689,689.0,689.0,,,Dear Ol' Dad,"[[-5.82137965e+02 -5.82137965e+02 -5.82137965e+02 ... -5.81914533e+02
  -5.82137965e+02 -5.82137965e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.15956815e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.15885440e-01
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.13604286e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.13106017e-01
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.12560595e-01
   0.00000000e+00  0.00000000e+00]]",477982,4.9008265
690,690.0,690.0,,,All That I Need,"[[-544.93021447 -544.93021447 -544.93021447 ... -544.93021447
  -544.93021447 -544.93021447]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",243545,4.9010019
691,691.0,691.0,,,Swallowed,"[[-595.26503034 -595.26503034 -595.26503034 ... -595.26503034
  -595.26503034 -595.26503034]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",46936,4.9055119000000005
692,692.0,692.0,,,No Rain (Ripped Away Version),"[[-5.54556292e+02 -5.54556292e+02 -5.54556292e+02 ... -5.54030060e+02
  -5.54349983e+02 -5.54556292e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.44148566e-01
   2.91742462e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.43980463e-01
   2.91676557e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.38607839e-01
   2.89570227e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.37434303e-01
   2.89110144e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.36149713e-01
   2.88606522e-01  0.00000000e+00]]",65668,4.9053254
693,693.0,693.0,,,St. Andrew's Hall,"[[-517.38165686 -517.38165686 -517.38165686 ... -517.38165686
  -517.38165686 -517.38165686]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",16023,4.9534883
694,694.0,694.0,,,The Pusher,"[[-504.74463602 -504.74463602 -504.74463602 ... -504.74463602
  -504.74463602 -504.74463602]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1757674,4.838799
695,695.0,695.0,,,Letters From A Porcupine,"[[-496.68658379 -496.68658379 -496.68658379 ... -496.68658379
  -496.68658379 -496.68658379]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",125458,4.9777913
696,696.0,696.0,,,Glitch,"[[-559.47396762 -559.47396762 -559.47396762 ... -559.47396762
  -559.47396762 -559.47396762]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",17219,4.973856
697,697.0,697.0,,,Life Ain't So Shitty,"[[-5.52221289e+02 -5.52221289e+02 -5.52221289e+02 ... -5.52216709e+02
  -5.52221289e+02 -5.52221289e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.47728312e-03
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.47581990e-03
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.42905503e-03
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.41884024e-03
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.40765880e-03
   0.00000000e+00  0.00000000e+00]]",66260,4.9218044
698,698.0,698.0,,,Hell,"[[-5.66813726e+02 -5.66813726e+02 -5.66813726e+02 ... -5.66215441e+02
  -5.66608081e+02 -5.66813726e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.46039265e-01
   2.90803881e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.45848145e-01
   2.90738189e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.39739887e-01
   2.88638635e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.38405668e-01
   2.88180032e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.36945188e-01
   2.87678030e-01  0.00000000e+00]]",63767,4.9045348
699,699.0,699.0,,,Lemonade,"[[-5.53091388e+02 -5.53091388e+02 -5.53091388e+02 ... -2.87741575e+02
  -3.68990600e+02 -5.07311872e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.32416339e+01
   6.20896257e+01  2.19521154e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -9.31057765e+01
  -8.81270579e+01 -3.15139793e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.64654120e-01
   4.11888851e+00 -2.92600739e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.78076606e-01
  -1.49570184e+00 -1.12399599e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -6.97333267e+00
  -3.56788526e+00 -7.08359137e+00]]",115422,4.8873239
700,700.0,700.0,,,Walk,"[[-570.26155608 -570.26155608 -570.26155608 ... -570.26155608
  -570.26155608 -570.26155608]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",564091,4.879108400000002
701,701.0,701.0,,,Mouthful Of Cavities,"[[-528.50295666 -528.50295666 -528.50295666 ... -528.50295666
  -528.50295666 -528.50295666]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",207640,4.9228778
702,702.0,702.0,,,Vernie,"[[-555.91973029 -555.91973029 -555.91973029 ... -396.00135936
  -412.36969074 -448.88848615]
 [   0.            0.            0.         ...  116.62605823
   112.81565073   93.30430327]
 [   0.            0.            0.         ...  -11.55049868
    -2.26831086    9.01405239]
 ...
 [   0.            0.            0.         ...   -4.89512742
    -9.09440386   -5.55117836]
 [   0.            0.            0.         ...    1.17141513
    -2.15665542   -0.71775997]
 [   0.            0.            0.         ...   -1.21831621
    -3.71274564   -4.56236705]]",331039,4.8522248
703,703.0,703.0,,,Toes Across The Floor,"[[-679.07306435 -679.07306435 -679.07306435 ... -678.19166178
  -678.49728719 -679.07306435]
 [   0.            0.            0.         ...    1.24639761
     0.81421055    0.        ]
 [   0.            0.            0.         ...    1.24611605
     0.81402662    0.        ]
 ...
 [   0.            0.            0.         ...    1.23711727
     0.80814816    0.        ]
 [   0.            0.            0.         ...    1.23515168
     0.80686413    0.        ]
 [   0.            0.            0.         ...    1.23300008
     0.8054586     0.        ]]",1353654,4.9143968000000005
704,704.0,704.0,,,"Galaxie (Contains Hidden Track ""Hello_ Goodbye"")","[[-550.84287452 -550.84287452 -550.84287452 ... -550.84287452
  -550.84287452 -550.84287452]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",468251,4.8837018
705,705.0,705.0,,,Car Seat (God's Presents),"[[-555.22869645 -555.22869645 -555.22869645 ... -555.22869645
  -555.22869645 -555.22869645]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",143447,4.868065799999999
706,706.0,706.0,,,Wilt,"[[-532.08164674 -532.08164674 -532.08164674 ... -532.08164674
  -532.08164674 -532.08164674]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",125805,4.9554567
707,707.0,707.0,,,Dumptruck,"[[-541.44539392 -541.44539392 -541.44539392 ... -158.1825813
  -208.73798525 -362.42876858]
 [   0.            0.            0.         ...  137.0168647
   134.58370812  112.90512236]
 [   0.            0.            0.         ...  -81.85027582
   -68.71689891  -27.83389021]
 ...
 [   0.            0.            0.         ...   -7.19880338
    -7.70651383   -7.33058578]
 [   0.            0.            0.         ...    3.52732981
     4.15440529   -0.98174968]
 [   0.            0.            0.         ...   -1.93988099
    -2.44529181   -3.19832095]]",125892,4.918367400000001
708,708.0,708.0,,,The Duke,"[[-547.266338 -547.266338 -547.266338 ... -547.266338 -547.266338
  -547.266338]
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 ...
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 [   0.          0.          0.       ...    0.          0.
     0.      ]
 [   0.          0.          0.       ...    0.          0.
     0.      ]]",172147,4.8438439
709,709.0,709.0,,,Running Thro' Our Hands,"[[-5.68727050e+02 -5.68727050e+02 -5.68727050e+02 ... -5.57775730e+02
  -5.59453698e+02 -5.64209646e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.40999985e+01
   1.24114950e+01  6.27602630e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.11121179e+01
   1.08206923e+01  5.94679136e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.52254334e+00
   2.27809355e+00  2.80788034e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.53783085e+00
   1.18244738e+00 -1.38106341e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.79246575e-01
  -1.41217299e-01 -4.14199232e-01]]",538,4.4285712
710,710.0,710.0,,,Spoonful,"[[-5.88225326e+02 -4.66203476e+02 -2.76306296e+02 ... -5.88225326e+02
  -5.88225326e+02 -5.88225326e+02]
 [ 0.00000000e+00  1.11992888e+02  1.49723450e+02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  2.37187540e+01  7.43158892e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00 -1.38607178e+01 -1.69444384e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00 -4.03330682e+00 -6.75426611e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  2.14991092e-01 -1.02155865e+01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",4358,4.8208957
711,711.0,711.0,,,Smiles And Grins,"[[-546.37331502 -546.37331502 -546.37331502 ... -546.37331502
  -546.37331502 -546.37331502]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6060,4.9545455
712,712.0,712.0,,,Bird Alone,"[[-5.47847322e+02 -5.47847322e+02 -5.45665206e+02 ... -3.47011750e+02
  -5.43661700e+02 -5.47847322e+02]
 [ 0.00000000e+00  0.00000000e+00 -7.67793970e-02 ...  5.85251857e+01
   5.26531945e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -2.60934724e+00 ...  1.96385138e-01
   3.45887226e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00 -4.06917733e-01 ...  1.47036433e+01
   1.56324828e-02  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -2.67679508e+00 ...  7.21080950e+00
   2.02590750e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  3.92744137e-01 ...  1.66233456e+00
   3.38394293e+00  0.00000000e+00]]",36310,4.9771428
713,713.0,713.0,,,Statues,"[[-534.54197048 -534.54197048 -534.54197048 ... -534.54197048
  -534.54197048 -534.54197048]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",8245,5.0
714,714.0,714.0,,,Golden Days,"[[-562.33378154 -562.33378154 -562.33378154 ... -562.33378154
  -562.33378154 -562.33378154]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",281,5.0
715,715.0,715.0,,,Over The Cliff,"[[-4.78204399e+02 -2.86724906e+02 -2.50394383e+02 ... -3.09118355e+02
  -4.69008057e+02 -6.67857867e+02]
 [ 9.21475327e+01  1.09242364e+02  1.17106671e+02 ...  1.58521642e+02
   1.35477083e+02  0.00000000e+00]
 [ 2.55744421e+00 -1.04856212e+01 -2.23946789e+01 ... -4.25525928e+01
  -2.83961399e+01  0.00000000e+00]
 ...
 [-7.21656585e-01 -1.50205978e+01 -1.88656789e+01 ... -1.00468441e+00
  -3.54548582e+00  0.00000000e+00]
 [ 1.64168437e+01  1.13162043e+01  1.25800325e+01 ... -2.98958581e-01
   1.17210775e+00  0.00000000e+00]
 [ 1.05778997e+01  2.04054549e+00 -5.49889457e-01 ...  2.99155484e-01
   1.16462910e+01  0.00000000e+00]]",62483,4.9656949
716,716.0,716.0,,,Nsu,"[[-5.16718502e+02 -5.16718502e+02 -5.16718502e+02 ... -3.21824367e+01
  -1.20811165e+02 -4.13062820e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.82723392e+00
   3.09011816e-01 -6.11656360e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.86121708e+01
  -4.89858754e+01 -4.93605899e+01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.07483889e-01
   3.79093656e+00  1.75375517e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.65651802e+00
  -3.03189780e+00 -1.07108810e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -4.92668312e+00
  -1.57714579e+01 -1.00908750e+01]]",69708,4.9400301
717,717.0,717.0,,,The Consult At Sunset,"[[-525.02018757 -525.02018757 -525.02018757 ... -525.02018757
  -525.02018757 -525.02018757]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2227,4.7460318
718,718.0,718.0,,,Escape To The Royal Wood (On Ice),"[[-524.64935419 -523.25759013 -514.4281682  ... -524.64935419
  -524.64935419 -524.64935419]
 [   0.            1.82992575   13.66267466 ...    0.
     0.            0.        ]
 [   0.            1.45006507   11.52564325 ...    0.
     0.            0.        ]
 ...
 [   0.            1.06639761    5.45265131 ...    0.
     0.            0.        ]
 [   0.            1.4163569     5.14007003 ...    0.
     0.            0.        ]
 [   0.            1.54501327    4.10853213 ...    0.
     0.            0.        ]]",2169,4.684210299999998
719,719.0,719.0,,,You Burned The Tables On Me,"[[-561.7168355 -561.7168355 -561.7168355 ... -561.7168355 -561.7168355
  -561.7168355]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",4479,5.0
720,720.0,720.0,,,There's A Forest,"[[-577.15577947 -577.15577947 -577.15577947 ... -577.15577947
  -577.15577947 -577.15577947]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1240,3.8235295
721,721.0,721.0,,,Post War,"[[-540.82731769 -540.82731769 -540.82731769 ... -540.82731769
  -540.82731769 -540.82731769]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1149,5.0
722,722.0,722.0,,,A Letter Of Thanks,"[[-540.33239804 -540.33239804 -540.33239804 ... -540.33239804
  -540.33239804 -540.33239804]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1027,4.8461537
723,723.0,723.0,,,Baby Jane,"[[-573.24323081 -573.24323081 -573.24323081 ... -573.24323081
  -573.24323081 -573.24323081]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",993,5.0
724,724.0,724.0,,,Something To Live For,"[[-565.57361671 -565.57361671 -565.57361671 ... -565.57361671
  -565.57361671 -565.57361671]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",848,4.75
725,725.0,725.0,,,One,"[[-574.82816017 -299.62858699 -214.82520763 ... -693.05883525
  -693.05883525 -693.05883525]
 [  33.85341226   79.4384188    75.67260779 ...    0.
     0.            0.        ]
 [ -74.86560193  -74.24926436  -66.65163115 ...    0.
     0.            0.        ]
 ...
 [   5.92116524   -5.17220214   -4.18239277 ...    0.
     0.            0.        ]
 [   6.80003662    2.34714965    2.09532825 ...    0.
     0.            0.        ]
 [  -0.86453039   -6.53084761   -7.69726162 ...    0.
     0.            0.        ]]",37793,4.8620691
726,726.0,726.0,,,Pieces Of Mind,"[[-573.43622904 -573.43622904 -573.43622904 ... -573.43622904
  -573.43622904 -573.43622904]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",4999,4.8400002
727,727.0,727.0,,,Morning Story,"[[-588.75689993 -588.75689993 -588.75689993 ... -588.75689993
  -588.75689993 -588.75689993]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",8710,4.9036145
728,728.0,728.0,,,David's Harp,"[[-523.9922959 -523.9922959 -523.9922959 ... -523.9922959 -523.9922959
  -523.9922959]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",240,5.0
729,729.0,729.0,,,FM,"[[-662.03333998 -662.03333998 -662.03333998 ... -654.66841226
  -655.80403943 -657.91813518]
 [   0.            0.            0.         ...   10.33704923
     8.73862196    5.76886036]
 [   0.            0.            0.         ...   10.10406852
     8.52824866    5.61801345]
 ...
 [   0.            0.            0.         ...    4.44342669
     3.45266815    2.05809627]
 [   0.            0.            0.         ...    3.59238181
     2.69381172    1.54155928]
 [   0.            0.            0.         ...    2.78739419
     1.9756939     1.0574867 ]]",71196,4.936255
730,730.0,730.0,,,Close Enough for Love,"[[-539.28065721 -539.28065721 -539.28065721 ... -539.28065721
  -539.28065721 -539.28065721]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",139,5.0
731,731.0,731.0,,,Know One Blues,"[[-543.03033925 -543.03033925 -543.03033925 ... -543.03033925
  -543.03033925 -543.03033925]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",58,5.0
732,732.0,732.0,,,Weird of Hermiston,"[[-589.60431807 -589.60431807 -589.60431807 ... -589.60431807
  -589.60431807 -589.60431807]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",25084,4.9375
