,Unnamed: 0,Unnamed: 0.1,title,MFCCs,views,rating
350,350.0,350.0,Sambadrome,"[[-4.84359577e+02 -4.84359577e+02 -4.84359577e+02 ... -2.12931486e+02
  -2.41936354e+02 -3.19733643e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.99746864e+01
   7.58628119e+01  7.34171830e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -5.40875136e+00
  -9.19419658e+00 -5.60186963e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  2.32407361e+00
   1.17381900e+00  2.12735077e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.94680514e+00
   3.99690064e+00 -1.62218959e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.73253072e+00
   5.11481843e+00  4.93505961e+00]]",30170,4.8881121
351,351.0,351.0,The Big V,"[[-595.11170241 -595.11170241 -595.11170241 ... -595.11170241
  -595.11170241 -595.11170241]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",1360,4.2432432
352,352.0,352.0,Ticket,"[[-6.01159795e+02 -5.88990023e+02 -5.84117134e+02 ... -5.86831774e+02
  -5.99239999e+02 -6.01159795e+02]
 [ 0.00000000e+00  1.70389715e+01  2.38289773e+01 ...  1.92456173e+01
   2.70832707e+00  0.00000000e+00]
 [ 0.00000000e+00  1.65300295e+01  2.30230370e+01 ...  1.71040792e+01
   2.68835832e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  4.40980813e+00  5.60438613e+00 ...  2.69493607e+00
   2.09054868e+00  0.00000000e+00]
 [ 0.00000000e+00  2.64955176e+00  3.44838998e+00 ...  1.21011484e+00
   1.97002507e+00  0.00000000e+00]
 [ 0.00000000e+00  1.01106971e+00  1.56829192e+00 ... -3.39439497e-01
   1.84205595e+00  0.00000000e+00]]",3866,4.5652175
353,353.0,353.0,Dial A Hitman,"[[-472.16213861 -472.16213861 -472.16213861 ... -472.16213861
  -472.16213861 -472.16213861]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3088,4.9166665
354,354.0,354.0,C'mon Every Beatbox,"[[-5.66894751e+02 -5.66882470e+02 -5.61058639e+02 ... -5.66531574e+02
  -5.66587092e+02 -5.66820195e+02]
 [ 0.00000000e+00  1.72618565e-02  8.17428337e+00 ...  5.02005124e-01
   4.21000131e-01  1.02434097e-01]
 [ 0.00000000e+00  1.69456807e-02  7.94021089e+00 ...  4.67892755e-01
   3.79629656e-01  9.35931507e-02]
 ...
 [ 0.00000000e+00  7.80870492e-03  2.76796172e+00 ... -1.76445550e-01
  -3.60486416e-01 -7.66457475e-02]
 [ 0.00000000e+00  6.05122354e-03  2.09512924e+00 ... -2.30703750e-01
  -4.09514261e-01 -9.13017956e-02]
 [ 0.00000000e+00  4.22000159e-03  1.49218415e+00 ... -2.65991902e-01
  -4.31952289e-01 -1.00728032e-01]]",476782,4.8467126
355,355.0,355.0,Hollywood Boulevard,"[[-552.84225145 -552.84225145 -552.84225145 ... -552.84225145
  -552.84225145 -552.84225145]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",5453,5.0
356,356.0,356.0,Rush,"[[-552.26372762 -538.60212348 -525.91845163 ... -511.62618553
  -519.35436595 -536.23455733]
 [   0.           19.12737116   36.01128738 ...   47.63085571
    42.33249589   22.30864347]
 [   0.           18.5562505    32.92892178 ...   33.21249645
    32.89168712   21.29463561]
 ...
 [   0.            5.58586692    5.65451342 ...    6.87072066
     6.53448962    5.18892148]
 [   0.            3.83440843    3.83139588 ...    7.2587662
     5.43490965    3.48391593]
 [   0.            2.24849095    2.06729236 ...    4.68515873
     3.90993212    2.04736384]]",2046132,4.817347
357,357.0,357.0,The Globe,"[[-5.89743785e+02 -5.89743785e+02 -5.89489702e+02 ... -5.88672437e+02
  -5.89442177e+02 -5.89743785e+02]
 [ 0.00000000e+00  0.00000000e+00  3.54764619e-01 ...  1.50838206e+00
   4.26506872e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  3.41191653e-01 ...  1.48860608e+00
   4.26410524e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00 -8.81834000e-03 ...  1.12477426e+00
   4.23331218e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -6.57712781e-02 ...  1.09703336e+00
   4.22658609e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -1.21053812e-01 ...  1.08093454e+00
   4.21922349e-01  0.00000000e+00]]",1093462,4.8051248
358,358.0,358.0,Contact,"[[-6.64830222e+02 -6.52120580e+02 -6.31737421e+02 ... -6.46887016e+02
  -6.52839970e+02 -6.62584535e+02]
 [ 0.00000000e+00  1.74823384e+01  3.52505806e+01 ...  2.16731085e+01
   1.52701619e+01  3.13559501e+00]
 [ 0.00000000e+00  1.63910302e+01  2.30232591e+01 ...  1.61425077e+01
   1.22643571e+01  3.01604290e+00]
 ...
 [ 0.00000000e+00  8.54149821e+00  5.30826386e+00 ...  3.18416409e+00
   1.63164767e+00  1.13165038e-01]
 [ 0.00000000e+00  7.24987714e+00  5.89740871e+00 ...  2.27090484e+00
   7.35326491e-01 -3.15666403e-01]
 [ 0.00000000e+00  5.59762812e+00  6.16455201e+00 ...  1.04584444e+00
   6.44741856e-01 -7.14536885e-01]]",21249,4.913580400000002
359,359.0,359.0,I Turned Out A Punk,"[[-556.81558043 -556.81558043 -556.81558043 ... -556.81558043
  -556.81558043 -556.81558043]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",41098,4.950963
360,360.0,360.0,Rock Non Stop (All Night Long),"[[-589.86923731 -589.86923731 -589.86923731 ... -589.86923731
  -589.86923731 -589.86923731]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",12787,4.936507700000001
361,361.0,361.0,V. Thirteen,"[[-5.79049842e+02 -5.72449308e+02 -5.55496112e+02 ... -5.54643689e+02
  -5.57781029e+02 -5.71272764e+02]
 [ 0.00000000e+00  9.26411822e+00  3.07976943e+01 ...  3.11926434e+01
   2.75556686e+01  1.06972736e+01]
 [ 0.00000000e+00  9.06625324e+00  2.47466126e+01 ...  2.35233727e+01
   2.17152214e+01  9.95956573e+00]
 ...
 [ 0.00000000e+00  4.83091195e+00  1.88163535e+00 ... -1.00882413e+00
   1.32990025e-01  3.00673293e+00]
 [ 0.00000000e+00  4.14454457e+00  1.77653368e+00 ... -8.91967904e-01
   7.15226502e-01  2.46737564e+00]
 [ 0.00000000e+00  3.48916914e+00  3.95533197e+00 ...  2.99483603e+00
   3.68692920e+00  2.22362521e+00]]",394134,4.877388
362,362.0,362.0,Medicine Show,"[[-5.36377041e+02 -5.35473576e+02 -5.22792502e+02 ... -1.09124565e+02
  -1.90070797e+02 -3.02956805e+02]
 [ 0.00000000e+00  1.26376812e+00  1.74359498e+01 ...  1.13843764e+02
   1.10722061e+02  1.01824364e+02]
 [ 0.00000000e+00  1.22234917e+00  1.32116629e+01 ... -5.18780407e+01
  -2.74172982e+01 -4.74940538e+00]
 ...
 [ 0.00000000e+00  1.54301670e-01 -4.40452472e+00 ... -1.71238880e+01
  -1.69265768e+01 -1.65125099e+01]
 [ 0.00000000e+00 -1.98073871e-02 -3.85901846e+00 ...  1.02123478e+01
   3.76537772e-01 -1.29847171e+01]
 [ 0.00000000e+00 -1.89108750e-01 -1.33689532e+00 ... -7.88754343e+00
  -1.13937273e+01 -8.75912128e+00]]",914996,4.8373032
363,363.0,363.0,Bad,"[[-6.21042209e+02 -6.21042209e+02 -6.19023371e+02 ... -6.21042209e+02
  -6.21042209e+02 -6.21042209e+02]
 [ 0.00000000e+00  0.00000000e+00 -2.01359839e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  5.11823895e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  1.02649188e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.38693892e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  1.31376174e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",120842,4.7793102
364,364.0,364.0,Sony,"[[-521.56101143 -521.56101143 -521.56101143 ... -521.56101143
  -521.56101143 -521.56101143]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",5861,4.768116
365,365.0,365.0,Sony Dub,"[[-5.41613561e+02 -5.41613561e+02 -3.24891367e+02 ... -5.41393055e+02
  -5.41302119e+02 -5.41426209e+02]
 [ 0.00000000e+00  0.00000000e+00  3.24388246e+01 ...  3.11631910e-01
   4.40147752e-01  2.64776312e-01]
 [ 0.00000000e+00  0.00000000e+00 -7.96310464e+01 ...  3.10998267e-01
   4.39252797e-01  2.64237940e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00 -9.13274685e+00 ...  2.90947478e-01
   4.10933137e-01  2.47201900e-01]
 [ 0.00000000e+00  0.00000000e+00 -5.61227170e+00 ...  2.86619423e-01
   4.04820208e-01  2.43524592e-01]
 [ 0.00000000e+00  0.00000000e+00  8.79757077e+00 ...  2.81902932e-01
   3.98158653e-01  2.39517251e-01]]",430,3.8888888
366,366.0,366.0,BAD,"[[-6.21042209e+02 -6.21042209e+02 -6.19023371e+02 ... -6.21042209e+02
  -6.21042209e+02 -6.21042209e+02]
 [ 0.00000000e+00  0.00000000e+00 -2.01359839e+00 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  5.11823895e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  1.02649188e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.38693892e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  1.31376174e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",120842,4.7793102
367,367.0,367.0,Sudden Impact,"[[-608.95678933 -605.69890905 -602.92419653 ... -601.4352404
  -602.87702423 -604.98203072]
 [   0.            4.59617154    8.49533508 ...    9.71329187
     8.57590211    5.61043316]
 [   0.            4.56284947    8.38818675 ...    9.00906414
     8.50966966    5.5783511 ]
 ...
 [   0.            3.62862886    5.64074034 ...    7.0907396
     6.62714677    4.62106151]
 [   0.            3.45561859    5.19127205 ...    7.20291484
     6.27171482    4.42874188]
 [   0.            3.27777644    4.75085602 ...    5.65405752
     5.9034425     4.22475614]]",12413,4.518324400000001
368,368.0,368.0,A Party Dub,"[[-528.79851848 -528.79851848 -527.07456685 ... -528.79851848
  -528.79851848 -528.79851848]
 [   0.            0.            2.43600517 ...    0.
     0.            0.        ]
 [   0.            0.            2.42991936 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            2.23988118 ...    0.
     0.            0.        ]
 [   0.            0.            2.19950918 ...    0.
     0.            0.        ]
 [   0.            0.            2.1557774  ...    0.
     0.            0.        ]]",426,3.8
369,369.0,369.0,A Party,"[[-6.16040846e+02 -6.16040846e+02 -6.16040846e+02 ... -6.10020920e+02
  -6.12145613e+02 -6.15613488e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.48437744e+00
   5.50238333e+00  6.03811805e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.39790600e+00
   5.48350219e+00  6.02121832e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  6.17047103e+00
   4.91167859e+00  5.49097079e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.80150016e+00
   4.79457644e+00  5.37767254e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.43709481e+00
   4.66943220e+00  5.25467790e-01]]",45547,4.8896551
370,370.0,370.0,He's So Shy,"[[-536.65467611 -536.65467611 -536.65467611 ... -253.71133592
  -320.54680058 -489.26932163]
 [   0.            0.            0.         ...   43.31195707
    44.63842865   21.96678684]
 [   0.            0.            0.         ...  -25.42195287
   -25.30010987  -11.40116955]
 ...
 [   0.            0.            0.         ...  -24.85375492
   -26.53403125  -14.87774551]
 [   0.            0.            0.         ...    8.61891208
     9.82816259   -8.22401518]
 [   0.            0.            0.         ...   -8.97288647
    -7.40729363  -11.41938037]]",1457877,4.9046597
371,371.0,371.0,Yes We Can Can,"[[-531.39529226 -531.39529226 -531.39529226 ... -531.39529226
  -531.39529226 -531.39529226]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",237440,4.8881202
372,372.0,372.0,Goldmine,"[[-575.54604031 -575.54604031 -575.54604031 ... -575.54604031
  -575.54604031 -575.54604031]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",183308,4.8097296
373,373.0,373.0,Operator,"[[-5.19089124e+02 -5.19089124e+02 -5.18806097e+02 ... -5.19089124e+02
  -5.19089124e+02 -5.19089124e+02]
 [ 0.00000000e+00  0.00000000e+00  3.99187832e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  3.95981538e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  3.00313818e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.81093837e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.60707368e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",5353,4.8356166
374,374.0,374.0,Dance Electric,"[[-507.22419989 -506.58967869 -504.94273262 ... -507.22419989
  -507.22419989 -507.22419989]
 [   0.            0.89606578    3.22078541 ...    0.
     0.            0.        ]
 [   0.            0.89222254    3.20373152 ...    0.
     0.            0.        ]
 ...
 [   0.            0.77306899    2.68556457 ...    0.
     0.            0.        ]
 [   0.            0.74797561    2.57911453 ...    0.
     0.            0.        ]
 [   0.            0.72088366    2.46526224 ...    0.
     0.            0.        ]]",14032,4.6338029
375,375.0,375.0,Blind Faith,"[[-557.52553476 -557.52553476 -557.52553476 ... -557.52553476
  -557.52553476 -557.52553476]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",706,3.4285714999999994
376,376.0,376.0,Jump (For My Love),"[[-571.17683645 -566.00857354 -535.56026644 ... -531.14702418
  -537.4456247  -560.41786301]
 [   0.            7.26988741   46.68998704 ...   51.48733379
    44.91855416   15.07569151]
 [   0.            7.15332608   37.56670908 ...   39.76471885
    37.74039381   14.6622455 ]
 ...
 [   0.            4.04287766    5.72819718 ...    5.29818177
     5.93227026    5.3629567 ]
 [   0.            3.50503934    6.17772585 ...    5.48594703
     6.01223549    4.1358512 ]
 [   0.            2.96693763    5.95794278 ...    5.4308885
     5.65014181    3.03926082]]",14954590,4.8474874
377,377.0,377.0,Neutron Dance,"[[-543.79477953 -543.79477953 -520.98769131 ... -543.79477953
  -543.79477953 -543.79477953]
 [   0.            0.           30.43406382 ...    0.
     0.            0.        ]
 [   0.            0.           26.38765631 ...    0.
     0.            0.        ]
 ...
 [   0.            0.            4.33269178 ...    0.
     0.            0.        ]
 [   0.            0.            3.21859019 ...    0.
     0.            0.        ]
 [   0.            0.            2.84116612 ...    0.
     0.            0.        ]]",5342771,4.8462667
378,378.0,378.0,Happiness,"[[-515.5318573 -515.5318573 -515.5318573 ... -515.5318573 -515.5318573
  -515.5318573]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",936507,4.8517423
379,379.0,379.0,As I Come Of Age,"[[-528.87750159 -528.87750159 -528.87750159 ... -528.87750159
  -528.87750159 -528.87750159]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3480,4.6078429000000005
380,380.0,380.0,Everybody Is A Star,"[[-548.59546178 -548.59546178 -548.59546178 ... -548.59546178
  -548.59546178 -548.59546178]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",9714,4.632184
381,381.0,381.0,Lay It On The Line,"[[-564.33623185 -564.33623185 -564.33623185 ... -564.33623185
  -564.33623185 -564.33623185]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",7354,4.8709679
382,382.0,382.0,Love Is Like A Rolling Stone,"[[-516.95398966 -516.95398966 -516.95398966 ... -516.95398966
  -516.95398966 -516.95398966]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2381,4.757576
383,383.0,383.0,Hypnotized,"[[-520.41212612 -520.41212612 -520.41212612 ... -520.41212612
  -520.41212612 -520.41212612]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",13226,4.6977777000000005
384,384.0,384.0,Angry Eyes,"[[-497.24790775 -148.95407539  -57.38851452 ... -603.36277774
  -603.36277774 -603.36277774]
 [  34.32749968   52.56871208   50.79588045 ...    0.
     0.            0.        ]
 [ -61.41260595  -67.43786789  -69.0876857  ...    0.
     0.            0.        ]
 ...
 [  -5.49118963   -9.95065028  -11.10664582 ...    0.
     0.            0.        ]
 [  -7.3208912   -12.4019821    -4.59890654 ...    0.
     0.            0.        ]
 [  -3.71761731  -11.29625145  -10.06289872 ...    0.
     0.            0.        ]]",16089,4.8811879000000005
385,385.0,385.0,Echoes Of Love,"[[-532.19529706 -532.19529706 -532.19529706 ... -532.19529706
  -532.19529706 -532.19529706]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",2961,4.4166665
386,386.0,386.0,Don't Try To Take The Fifth,"[[-538.37823035 -538.37823035 -538.37823035 ... -534.61217115
  -538.37823035 -538.37823035]
 [   0.            0.            0.         ...    2.87748779
     0.            0.        ]
 [   0.            0.            0.         ...   -1.62904711
     0.            0.        ]
 ...
 [   0.            0.            0.         ...   -2.21628594
     0.            0.        ]
 [   0.            0.            0.         ...   -3.27134323
     0.            0.        ]
 [   0.            0.            0.         ...   -1.42970061
     0.            0.        ]]",6947,5.0
387,387.0,387.0,Fairytale,"[[-6.37856950e+02 -2.54137377e+02 -1.29121920e+02 ... -1.88270061e+02
  -1.98252285e+02 -2.73938991e+02]
 [ 0.00000000e+00  4.34524403e+01  4.27823169e+01 ...  7.04206911e+01
   5.97125359e+01  5.87910783e+01]
 [ 0.00000000e+00 -6.99340959e+01 -8.29838930e+01 ... -6.46145688e+01
  -5.38877589e+01 -4.72691587e+01]
 ...
 [ 0.00000000e+00 -2.32670220e+01 -1.12860935e+01 ... -1.01263356e+01
  -1.79202012e+01 -1.83859782e+01]
 [ 0.00000000e+00  5.92766780e+00  5.29283710e+00 ...  2.83935903e+00
   1.21194360e-01  1.03783327e+00]
 [ 0.00000000e+00  2.72240439e-01 -2.83781960e-01 ... -5.54629287e+00
  -1.58345156e+00  9.11743349e-02]]",402165,4.8952341
388,388.0,388.0,I'm So Excited,"[[-5.90090999e+02 -5.90090999e+02 -5.66726427e+02 ... -4.66470214e+02
  -5.30493430e+02 -5.90090999e+02]
 [ 0.00000000e+00  0.00000000e+00  3.08746198e+01 ...  7.88986171e+01
   5.26813472e+01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.53252132e+01 ... -6.85209684e+00
   9.37146179e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  4.79078591e+00 ...  1.27439312e+00
   1.27062596e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  3.55144533e+00 ...  1.09671524e+01
   8.25569088e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  2.57053947e+00 ...  6.88230243e+00
   9.26805821e+00  0.00000000e+00]]",14171406,4.8894053
389,389.0,389.0,Telegraph Your Love,"[[-505.76982587 -309.05405565 -207.05573946 ... -505.76982587
  -505.76982587 -505.76982587]
 [   0.           58.2013157    49.50223287 ...    0.
     0.            0.        ]
 [   0.          -30.32382437  -27.67706389 ...    0.
     0.            0.        ]
 ...
 [   0.           31.48900523   31.96782533 ...    0.
     0.            0.        ]
 [   0.           36.80783155   42.38807723 ...    0.
     0.            0.        ]
 [   0.            9.74890052   14.86668021 ...    0.
     0.            0.        ]]",6345,4.7402596
390,390.0,390.0,Someday We'll Be Together,"[[-523.14324211 -522.35345444 -459.56030515 ... -523.14324211
  -523.14324211 -523.14324211]
 [   0.            1.11482243   70.09356268 ...    0.
     0.            0.        ]
 [   0.            1.10852477   36.67686852 ...    0.
     0.            0.        ]
 ...
 [   0.            0.92238346    2.69273645 ...    0.
     0.            0.        ]
 [   0.            0.88541296    1.33280991 ...    0.
     0.            0.        ]
 [   0.            0.84635982    2.53606493 ...    0.
     0.            0.        ]]",15320,4.7983193
391,391.0,391.0,Sweet Lover Man,"[[-5.29904410e+02 -5.29904410e+02 -5.29288311e+02 ... -5.29904410e+02
  -5.29904410e+02 -5.29904410e+02]
 [ 0.00000000e+00  0.00000000e+00  8.64514647e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  8.44283360e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  2.78849504e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  1.74954059e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.86741280e-02 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",11782,4.9024391
392,392.0,392.0,(She's Got) The Fever,"[[-606.25614332 -606.25614332 -600.44403279 ... -598.6822174
  -600.42811991 -604.83238667]
 [   0.            0.            8.17086509 ...   10.49035597
     8.21232997    2.0067153 ]
 [   0.            0.            8.02619812 ...   10.02023486
     8.12358317    1.98643974]
 ...
 [   0.            0.            4.4004029  ...    6.99538381
     5.62916443    1.38817783]
 [   0.            0.            3.82923805 ...    6.57673622
     5.1644989     1.26976132]
 [   0.            0.            3.27901737 ...    5.89397034
     4.68525451    1.1449102 ]]",4726,5.0
393,393.0,393.0,Could I Be Dreamin',"[[-546.35850082 -546.35850082 -546.35850082 ... -471.23062472
  -501.79555879 -546.35850082]
 [   0.            0.            0.         ...   79.53551792
    55.24085868    0.        ]
 [   0.            0.            0.         ...   34.30047695
    37.59633228    0.        ]
 ...
 [   0.            0.            0.         ...   10.06487882
     8.76408275    0.        ]
 [   0.            0.            0.         ...    8.47575202
     7.55114007    0.        ]
 [   0.            0.            0.         ...    9.22176962
     5.27958069    0.        ]]",22827,4.883040900000001
394,394.0,394.0,He Turned Me Out,"[[-576.8788639 -576.8788639 -576.8788639 ... -576.8788639 -576.8788639
  -576.8788639]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",59884,4.9061975
395,395.0,395.0,Dare Me,"[[-547.59598333 -547.59598333 -534.9125846  ... -547.59598333
  -547.59598333 -547.59598333]
 [   0.            0.           17.74660022 ...    0.
     0.            0.        ]
 [   0.            0.           17.1915095  ...    0.
     0.            0.        ]
 ...
 [   0.            0.            7.47248968 ...    0.
     0.            0.        ]
 [   0.            0.            6.48328874 ...    0.
     0.            0.        ]
 [   0.            0.            5.61863144 ...    0.
     0.            0.        ]]",1339353,4.8534203
396,396.0,396.0,I Need You,"[[-519.50599982 -519.50599982 -519.50599982 ... -519.50599982
  -519.50599982 -519.50599982]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",79634,4.8046708
